####1:a:Pont de Neuilly, ChÉteau de Vincennes
1:a:Grande Arche de la Defense:77:465:5.30:0.39
1:a:Esplanade de la Defense:91:461:5.31:0.41
1:a:Pont de Neuilly:104:457:5.32:0.42
1:a:Les Sablons:118:453:5.34:0.44
1:a:Porte Maillot:132:448:5.30:0.45
1:a:Argentine:149:442:5.31:0.47
1:a:Charles de Gaulle, Etoile:170:436:5.32:0.48
1:a:George V:192:428:5.33:0.49
1:a:Franklin D. Roosevelt:214:421:5.35:0.51
1:a:Champs Elysees, Clemenceau:237:414:5.36:0.52
1:a:Concorde:257:407:5.38:0.54
1:a:Tuileries:278:400:5.39:0.55
1:a:Palais Royal, Musee du Louvre:292:395:5.40:0.56
1:a:Louvre, Rivoli:305:392:5.41:0.57
1:a:Chatelet:324:386:5.43:0.59
1:a:Hotel de Ville:356:375:5.44:1.00
1:a:Saint-Paul, Le Marais:380:367:5.45:1.01
1:a:Bastille:403:360:5.47:1.03
1:a:Gare de Lyon:428:331:5.49:1.05
1:a:Reuilly Diderot:442:339:5.51:1.07
1:a:Nation:464:351:5.53:1.09
1:a:Porte de Vincennes:496:341:5.54:1.10
1:a:Saint-Mande, Tourelle:511:336:5.56:1.12
1:a:Berault:532:329:5.57:1.13
1:a:Chateau de Vincennes:547:324:5.59:1.15
####1:b:ChÉteau de Vincennes, Pont de Neuilly
1:b:Chateau de Vincennes:547:324:5.30:0.39
1:b:Berault:532:329:5.31:0.40
1:b:Saint-Mande, Tourelle:511:336:5.32:0.42
1:b:Porte de Vincennes:496:341:5.34:0.43
1:b:Nation:464:351:5.35:0.45
1:b:Reuilly Diderot:442:339:5.37:0.47
1:b:Gare de Lyon:428:331:5.35:0.48
1:b:Bastille:403:360:5.36:0.50
1:b:Saint-Paul, Le Marais:380:367:5.38:0.52
1:b:Hotel de Ville:356:375:5.40:0.54
1:b:Chatelet:324:386:5.41:0.55
1:b:Louvre, Rivoli:305:392:5.42:0.56
1:b:Palais Royal, Musee du Louvre:292:395:5.43:0.57
1:b:Tuileries:278:400:5.45:0.58
1:b:Concorde:257:407:5.46:1.00
1:b:Champs Elysees, Clemenceau:237:414:5.47:1.01
1:b:Franklin D. Roosevelt:214:421:5.49:1.03
1:b:George V:192:428:5.50:1.04
1:b:Charles de Gaulle, Etoile:170:436:5.51:1.05
